Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address,Apartment,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards,Yearly Income,Per Capita Inc,User,Total_Credit_Limit,Num_Cards,CUR,Txn_Count,Total_Spend,Mean_Txn,Std_Txn,Max_Txn,CL_Quintile
Quinton Powell,21,66,1998,4,Male,724 Valley Stream Street,,Garland,TX,75044,32.91,-96.62,$27057,$55166,70698.0,689,1,55166.0,27057.0,1257,20700.0,1,100.0,58,2247.31,38.74672413793103,60.01372958972578,322.64,2
Justin Ortiz,84,70,1935,5,Male,2116 Second Drive,,Dinuba,CA,93618,36.52,-119.39,$13194,$17016,691.0,714,4,17016.0,13194.0,1258,7308.0,4,9.455391351943076,20044,538217.6000000001,26.851806026741173,46.48874762347093,788.29,1
Valentino Jones,22,62,1997,7,Male,449 Washington Street,,Lexington,OK,73051,35.01,-97.33,$15966,$32557,60053.0,637,2,32557.0,15966.0,1259,349.0,2,100.0,227,4418.02,19.46264317180617,48.48317550109554,251.07,1
Cannon Johnson,47,72,1972,6,Male,77931 Lincoln Avenue,,Loganville,GA,30052,33.83,-83.89,$21556,$43954,60913.0,744,3,43954.0,21556.0,1260,55688.0,3,100.0,15358,715345.46,46.57803490037765,69.34720186058165,959.5,4
Raylan Morris,56,59,1964,2,Male,438 Seventh Avenue,,Indianapolis,IN,46256,39.77,-86.14,$31114,$63439,199706.0,786,2,63439.0,31114.0,1261,26571.0,2,100.0,40371,1600747.26,39.65091922419558,64.15401372629556,2960.63,2
Darrell Howard,73,65,1947,1,Male,471 Ocean Boulevard,,Farmington,MO,63640,37.78,-90.42,$17707,$34067,17902.0,628,1,34067.0,17707.0,1262,14475.0,1,100.0,11107,485670.60000000003,43.72653281714235,84.78148796550872,1267.37,1
Owen Anwar,47,70,1972,12,Male,148 Hillside Boulevard,,Lincoln,IL,62656,40.15,-89.36,$17510,$35699,63264.0,687,5,35699.0,17510.0,1263,36846.0,5,100.0,18325,1284603.7999999998,70.10116234652114,68.80236788996143,500.0,3
Roger Kelley,28,70,1991,9,Male,919 Washington Drive,,Westlake,OH,44145,41.45,-81.92,$36610,$74644,204251.0,792,3,74644.0,36610.0,1264,19478.0,3,100.0,6254,86473.88,13.826971538215544,28.847097520269333,1149.47,2
Cataleya Reed,26,65,1993,4,Female,8709 Fifth Street,,Jenison,MI,49428,42.9,-85.82,$20773,$42348,6204.0,754,4,42348.0,20773.0,1265,29400.0,4,21.102040816326532,156,4788.07,30.692756410256408,45.523425761285026,231.88,3
Kiera Wood,89,69,1931,1,Female,796 West Lane,,Torrance,CA,90503,33.84,-118.35,$31496,$68010,0.0,704,7,68010.0,31496.0,1266,130302.0,7,0.0,25387,1035606.54,40.792789222830585,58.44586311720978,949.6,5
Meadow Martinez,87,70,1932,8,Female,673 11th Drive,,Saint Paul,MN,55123,44.94,-93.1,$38514,$60652,0.0,688,4,60652.0,38514.0,1267,100962.0,4,0.0,20777,1062532.87,51.13985994128123,87.74920425065577,1369.03,5
Piper Garcia,39,70,1981,1,Female,6301 Hillside Avenue,,Los Angeles,CA,90022,34.02,-118.15,$13485,$27494,44258.0,702,3,27494.0,13485.0,1268,33888.0,3,100.0,3214,136891.15000000002,42.59214374611077,64.55082471570586,792.01,3
Juan Edwards,31,67,1988,4,Male,8446 Catherine Drive,698.0,Bakersfield,CA,93306,35.43,-118.83,$19023,$38788,77448.0,716,1,38788.0,19023.0,1269,15962.0,1,100.0,4548,245623.53,54.0069327176781,106.34510656037955,876.55,2
Maxine Torres,57,66,1962,6,Female,3196 Elm Boulevard,4.0,Saint Charles,IL,60174,41.92,-88.3,$33847,$69007,52218.0,720,4,69007.0,33847.0,1270,64698.0,4,80.71037744597979,24017,1264209.71,52.63811924886539,73.32839840236356,1141.67,4
Rhys Faraday,43,66,1976,4,Male,385 Pine Drive,,Newport,RI,2840,41.47,-71.3,$24194,$49328,6197.0,693,5,49328.0,24194.0,1271,93202.0,5,6.648998948520418,38530,1758932.8900000001,45.65099636646769,69.216339351876,1325.51,5
Maggie Faraday,65,61,1954,12,Female,35187 West Lane,,Santa Barbara,CA,93109,34.4,-119.72,$33097,$35404,30887.0,575,3,35404.0,33097.0,1272,68825.0,3,44.87758808572466,26918,1146776.06,42.602572999479904,66.96281013322938,1371.92,5
Hadley Davis,34,65,1985,3,Female,480 Ocean View Boulevard,,Lakeside,CA,92040,32.9,-116.89,$22740,$46361,69620.0,743,2,46361.0,22740.0,1273,42670.0,2,100.0,15409,521959.02999999997,33.87364721915763,55.94603098788316,909.28,3
Darrell Gomez,54,66,1965,4,Male,1416 Bayview Avenue,,Gainesville,FL,32608,29.67,-82.33,$25767,$52538,132409.0,602,1,52538.0,25767.0,1274,18627.0,1,100.0,23565,1029309.8500000001,43.67960322512201,92.7294566292468,1106.2,2
Amina Torres,73,65,1947,1,Female,835 Main Street,36.0,Brooklyn,NY,11216,40.64,-73.94,$19652,$31317,4591.0,687,4,31317.0,19652.0,1275,40078.0,4,11.455162433255152,19555,1068619.9100000001,54.6468887752493,72.24729408035762,771.55,3
Lucca Thompson,28,66,1991,10,Male,7933 Plum Lane,78.0,Pomona,CA,91768,34.06,-117.79,$16025,$32676,88515.0,641,1,32676.0,16025.0,1276,6000.0,1,100.0,2324,115328.5,49.625,91.26479733721783,1046.24,1
Jaiden Powell,33,60,1987,2,Male,6174 East Street,,Portland,OR,97213,45.53,-122.6,$26647,$54333,103224.0,584,1,54333.0,26647.0,1277,12500.0,1,100.0,2610,187697.93,71.91491570881226,126.47298513113937,975.41,1
Briggs Campbell,66,61,1953,7,Male,338 Littlewood Street,88.0,Lawrenceville,GA,30043,33.94,-83.99,$24252,$57383,20725.0,799,4,57383.0,24252.0,1278,61922.0,4,33.46952617809502,14881,627519.95,42.16920569854176,93.40745562002165,3677.13,4
Wayne Morales,44,65,1975,3,Male,704 Third Avenue,,Danielsville,GA,30633,34.12,-83.22,$15726,$32064,9833.0,709,3,32064.0,15726.0,1279,11889.0,3,82.70670367566659,10385,423494.72000000003,40.779462686567165,78.96554009042146,1770.37,1
Ember Merkel,53,66,1966,5,Female,810 Summit Lane,,Cambridge,MD,21613,38.56,-76.07,$16852,$34361,41375.0,643,1,34361.0,16852.0,1280,5200.0,1,100.0,12307,476809.46,38.74294791582027,62.26290539900862,1207.12,1
Davian Ortiz,59,54,1960,9,Male,350 Jefferson Boulevard,,Inglewood,CA,90302,33.97,-118.35,$18476,$28245,13411.0,669,1,28245.0,18476.0,1281,6090.0,1,100.0,21007,662668.87,31.545145427714573,63.54027497292199,1310.55,1
Kason Neufelder,26,69,1993,3,Male,4693 Essex Street,3.0,Rapid City,SD,57703,44.07,-103.23,$18816,$38363,63974.0,838,3,38363.0,18816.0,1282,42310.0,3,100.0,5016,302448.2,60.296690590111645,69.4700432022658,668.28,3
Kyrie Martinez,93,69,1926,9,Male,748 Martin Luther King Street,91.0,Bronx,NY,10456,40.84,-73.87,$12475,$10782,346.0,770,7,10782.0,12475.0,1283,39545.0,7,0.8749525856619043,12604,334756.19,26.55951999365281,52.701666631076385,899.42,3
Winnie Ortiz,86,68,1933,7,Female,406 El Camino Boulevard,,Richmond,VT,5477,44.4,-73.0,$26951,$35685,1135.0,714,5,35685.0,26951.0,1284,117913.0,5,0.9625741012441377,12479,581447.19,46.594053209391774,76.10446346749545,1234.92,5
Anne Cox,49,70,1971,2,Female,916 Birch Drive,,Naples,FL,34109,26.14,-81.79,$25006,$50984,65126.0,616,2,50984.0,25006.0,1285,30095.0,2,100.0,6468,688326.24,106.42025974025974,182.34424662439923,2065.59,3
Clare Foster,48,65,1971,9,Female,76 Lexington Boulevard,6458.0,Iowa City,IA,52240,41.65,-91.53,$23238,$47374,35312.0,714,2,47374.0,23238.0,1286,35000.0,2,100.0,9140,372094.37,40.71054376367615,72.83416493946099,1131.6,3
Rey Lee,33,66,1986,3,Male,632 Pine Drive,,Cordova,TN,38016,35.15,-89.75,$27474,$56018,100163.0,739,2,56018.0,27474.0,1287,46577.0,2,100.0,23025,1868155.96,81.13598089033658,78.74963985359877,1350.6,4
Rylie Campbell,23,65,1996,6,Female,427 Martin Luther King Street,3.0,Spring,TX,77389,30.06,-95.38,$35807,$73011,240352.0,794,2,73011.0,35807.0,1288,33300.0,2,100.0,91,5434.22,59.7167032967033,81.98341889520789,363.96,3
Thea Johnson,59,60,1960,6,Female,1892 Catherine Street,,Cave City,KY,42127,37.13,-85.96,$13456,$27439,84665.0,631,1,27439.0,13456.0,1289,15122.0,1,100.0,90,2899.2900000000004,32.214333333333336,84.43263483129941,454.0,2
Phoenix Sanders,35,69,1984,11,Female,4346 El Camino Boulevard,5.0,Jacksonville,FL,32222,30.33,-81.65,$20710,$42229,0.0,688,3,42229.0,20710.0,1290,48735.0,3,0.0,12289,435760.35,35.459382374481244,51.41320798295949,958.3,4
Lillian Kelly,54,58,1965,9,Female,780 Ocean Avenue,,Gloucester,VA,23061,37.43,-76.54,$21040,$42900,111007.0,802,6,42900.0,21040.0,1291,57362.0,6,100.0,26047,854372.27,32.80117748685069,64.54126010425179,1409.63,4
Frankie Allen,60,68,1959,8,Male,513 Tenth Avenue,,Wichita,KS,67204,37.68,-97.34,$19224,$39191,43396.0,756,6,39191.0,19224.0,1292,47371.0,6,91.60879018808976,9375,347196.78,37.0343232,82.68575143813237,886.76,4
Brennan Johnson,18,68,2001,6,Male,3033 Maple Lane,,Mc Lean,VA,22101,38.94,-77.19,$62840,$128123,135808.0,699,1,128123.0,62840.0,1293,61407.0,1,100.0,257,18179.629999999997,70.73785992217898,209.40300258294005,3142.91,4
Clyde Wright,68,71,1951,9,Male,26 El Camino Street,,Zion Grove,PA,17985,40.93,-76.25,$20340,$41473,98151.0,724,3,41473.0,20340.0,1294,62917.0,3,100.0,27951,960889.1000000001,34.37762870738078,69.13526133971406,738.97,4
Andy Bell,76,67,1943,8,Male,772 Lexington Street,2.0,Delphos,OH,45833,40.84,-84.33,$18287,$37829,20185.0,658,4,37829.0,18287.0,1295,69475.0,4,29.053616408780137,16207,588974.09,36.340722527303015,92.44312415423883,1856.39,5
Daniella Robinson,21,68,1998,8,Female,3701 Birch Street,,Lansing,MI,48911,42.7,-84.55,$16954,$34568,81953.0,765,1,34568.0,16954.0,1296,4087.0,1,100.0,145,2470.25,17.036206896551725,46.69084254997075,294.0,1
Adrian Perez,71,74,1948,6,Male,2786 Forest Lane,7.0,Springfield,OH,45506,39.92,-83.79,$14342,$29243,30686.0,726,4,29243.0,14342.0,1297,9862.0,4,100.0,14015,385091.28,27.477080271138068,51.412062439012715,1589.85,1
Aaliyah Martin,43,74,1976,4,Female,113 Burns Lane,,Pensacola,FL,32504,30.44,-87.18,$22247,$45360,14587.0,704,3,45360.0,22247.0,1298,41805.0,3,34.89295538811147,17649,600196.64,34.007402119100234,54.858861128011064,937.15,3
Bailee Nguyen,30,67,1989,8,Female,387 Plum Avenue,,Wenonah,NJ,8090,39.79,-75.14,$26193,$53407,125586.0,767,3,53407.0,26193.0,1299,17470.0,3,100.0,13056,808597.9,61.93304993872549,95.92937231848471,3197.28,2
Dakota Martinez,21,70,1998,9,Female,1241 11th Boulevard,,Rosemead,CA,91770,34.06,-118.08,$16101,$32829,44141.0,652,1,32829.0,16101.0,1300,1680.0,1,100.0,290,15123.099999999999,52.14862068965517,44.372614140748006,202.45,1
Joseph Sanchez,68,68,1951,4,Male,344 Washington Drive,895.0,Gretna,LA,70056,29.91,-90.05,$20042,$39832,5377.0,785,4,39832.0,20042.0,1301,50779.0,4,10.589023021327716,7434,419422.81,56.41953322571967,63.117876127994336,607.29,4
Emerson Rogers,31,68,1988,9,Female,256 Jefferson Street,,Henrico,VA,23231,37.55,-77.46,$21602,$44041,109159.0,680,2,44041.0,21602.0,1302,28820.0,2,100.0,6355,204058.34000000003,32.10988827694729,74.3770104926401,1137.57,3
Markus Masvidal,79,68,1940,10,Male,1699 West Lane,,Mentor,OH,44060,41.69,-81.33,$24878,$29517,2470.0,690,4,29517.0,24878.0,1303,71190.0,4,3.4695884253406377,22662,888656.0,39.21348512929133,111.33030644880108,1751.68,5
Annika Rivera,50,69,1969,4,Female,8886 Little Creek Street,1.0,Edgerton,WI,53534,42.83,-89.07,$21348,$43529,126175.0,797,6,43529.0,21348.0,1304,56204.0,6,100.0,12228,511382.74,41.82063624468433,82.75276546647567,708.7,4
Landen Martinez,53,66,1966,5,Male,852 Tenth Boulevard,,Clarksville,IN,47129,38.31,-85.76,$16097,$32820,23004.0,740,4,32820.0,16097.0,1305,45449.0,4,50.61497502695329,11175,510661.35,45.696765100671136,73.86786015101116,885.56,4
Javion Stewart,69,73,1950,11,Male,385 Maple Street,,San Mateo,CA,94404,37.55,-122.26,$47524,$96901,182809.0,701,5,96901.0,47524.0,1306,146517.0,5,100.0,17714,1288981.23,72.76624308456589,124.88274869032739,3070.87,5
Cason Thomas,60,66,1959,11,Male,933 Valley Lane,,Murphys,CA,95247,38.14,-120.45,$16448,$33540,74530.0,734,5,33540.0,16448.0,1307,64327.0,5,100.0,20656,622398.68,30.131616963594116,71.90181235999741,1287.84,4
Augustine Turner,26,68,1993,3,Male,2519 Park Boulevard,,Hutchinson,MN,55350,44.88,-94.37,$20699,$42201,138469.0,682,5,42201.0,20699.0,1308,64717.0,5,100.0,223,3554.23,15.938251121076233,41.94212445344036,230.97,4
Liliana Anderson,40,69,1979,3,Female,159 Plum Avenue,,New Bremen,OH,45869,40.43,-84.38,$24227,$49396,39549.0,814,3,49396.0,24227.0,1309,39914.0,3,99.08553389788044,22439,1790113.05,79.77686394224342,79.39529567449343,3961.56,3
Butch Labelle,48,66,1971,9,Male,6606 Oak Drive,,Oakdale,LA,71463,30.81,-92.65,$16816,$34287,77180.0,760,3,34287.0,16816.0,1310,31917.0,3,100.0,10866,388317.57,35.73693815571507,77.24829394286833,809.22,3
Sylvia Thomas,39,69,1980,4,Female,251 Main Lane,,Kokomo,IN,46901,40.47,-86.13,$16794,$34241,79551.0,784,2,34241.0,16794.0,1311,32848.0,2,100.0,12478,489919.47,39.262659881391244,79.20674206351957,954.67,3
Nickolas Fisher,40,67,1980,2,Male,8475 Essex Lane,4.0,Columbus,OH,43204,39.98,-82.98,$17778,$36247,34079.0,712,3,36247.0,17778.0,1312,51736.0,3,65.87096025978042,14366,448350.06,31.209109007378533,63.834715146358576,731.57,4
Conner Ross,63,65,1956,11,Male,8414 Tenth Drive,,Sioux Falls,SD,57110,43.54,-96.73,$25692,$52380,8764.0,850,6,52380.0,25692.0,1313,83481.0,6,10.498197194571219,17840,922375.6699999999,51.70267208520179,108.61242584462588,1709.18,5
Jamison Fernandez,18,68,2002,2,Male,4485 Plum Lane,207.0,Gloversville,NY,12078,43.05,-74.34,$17027,$34716,18962.0,850,3,34716.0,17027.0,1314,28129.0,3,67.41085712254257,137,2486.41,18.14897810218978,19.145621186959616,98.92,3
Adrien Rogers,85,67,1934,12,Male,8651 Seventh Street,,North Bend,OR,97459,43.48,-124.16,$16738,$38194,1674.0,680,3,38194.0,16738.0,1315,33122.0,3,5.05404263027595,23287,1110866.1800000002,47.703275647356904,72.92820978362731,1148.97,3
Emerson Wilson,64,67,1956,1,Male,894 Ocean Avenue,,Easton,PA,18042,40.68,-75.22,$21005,$42831,59948.0,566,3,42831.0,21005.0,1316,41282.0,3,100.0,4054,100049.45000000001,24.679193389245192,78.75007854728995,1198.92,3
Jazmin Clark,80,59,1939,10,Female,4259 East Lane,,Lancaster,PA,17603,40.04,-76.3,$19945,$34819,2971.0,696,2,34819.0,19945.0,1317,10700.0,2,27.766355140186917,10711,543222.88,50.716355148912335,75.39732981917807,1678.25,1
Jeffery Richardson,63,71,1956,9,Male,4117 Fifth Avenue,,Brooklyn,NY,11232,40.64,-73.94,$16985,$34637,12623.0,710,4,34637.0,16985.0,1318,22764.0,4,55.45159023018802,19020,932019.44,49.00207360672975,45.14161874424225,840.63,2
Savanna Peterson,50,61,1969,7,Female,415 Elm Street,7044.0,Hamtramck,MI,48212,42.39,-83.05,$8658,$17657,21899.0,614,2,17657.0,8658.0,1319,1263.0,2,100.0,4740,179848.65,37.94275316455696,75.77110090138767,651.24,1
Byron Leroux,79,65,1941,2,Male,9983 Park Drive,6.0,Bluffton,SC,29910,32.23,-80.86,$21679,$30434,23883.0,740,7,30434.0,21679.0,1320,109056.0,7,21.899757922535212,16190,555882.79,34.33494688079061,93.03709897077806,1220.51,5
Alayna Ward,23,65,1996,4,Female,1 Sixth Boulevard,,Tacoma,WA,98466,47.22,-122.54,$23366,$47639,0.0,732,2,47639.0,23366.0,1321,20634.0,2,0.0,184,4385.200000000001,23.832608695652176,80.52308552817207,734.41,2
Lyric Lewis,32,70,1987,12,Female,3535 West Drive,90.0,Los Angeles,CA,90023,34.01,-118.2,$12557,$25603,26348.0,729,2,25603.0,12557.0,1322,18540.0,2,100.0,6626,196227.66,29.614799275581046,59.66821321224477,732.47,2
Jaxton Adams,56,70,1963,5,Male,4943 Martin Luther King Lane,,Kissimmee,FL,34743,28.3,-81.41,$13964,$28476,0.0,693,3,28476.0,13964.0,1323,26776.0,3,0.0,4927,190378.96999999997,38.63993708138826,68.29236652934428,1040.96,2
Reed Williams,66,68,1953,3,Male,703 West Drive,,Alamo,TX,78516,26.18,-98.11,$10091,$20577,60152.0,825,4,20577.0,10091.0,1324,21838.0,4,100.0,17546,292881.22,16.69219309244272,42.77856138258807,1213.63,2
Harlan Faraday,64,67,1955,7,Male,37 River Boulevard,,Bowling Green,KY,42101,36.97,-86.44,$14839,$30252,24172.0,812,5,30252.0,14839.0,1325,51456.0,5,46.97605721393035,31993,963716.3800000001,30.122726221360928,61.96396747976798,837.53,4
Ryan Anwar,47,65,1972,8,Female,1532 Birch Drive,10.0,Grand Junction,CO,81506,39.08,-108.55,$24115,$49169,65994.0,747,2,49169.0,24115.0,1326,19300.0,2,100.0,21661,882350.47,40.734521490235906,78.23789819849188,1188.73,2
Santos Wright,92,67,1927,10,Male,31 Hillside Lane,,Tucson,AZ,85711,32.21,-110.88,$17460,$24960,889.0,707,9,24960.0,17460.0,1327,80831.0,9,1.0998255619749848,12252,753998.56,61.54085537055175,63.382694759107494,632.26,5
Giuliana Moore,44,63,1975,8,Female,66 Plum Avenue,,Zephyrhills,FL,33540,28.23,-82.17,$15187,$30967,61201.0,685,3,30967.0,15187.0,1328,26072.0,3,100.0,21991,865162.5,39.34166249829476,54.559170664247716,1111.78,2
Clay Murphy,50,64,1969,4,Male,4480 Hillside Avenue,6.0,Round Lake,IL,60073,42.34,-88.11,$22578,$46039,79738.0,672,4,46039.0,22578.0,1329,55414.0,4,100.0,25212,757303.5900000001,30.037426225606858,79.50068687502129,1566.05,4
Brooklyn Reed,50,68,1969,12,Female,773 12th Street,,Oshkosh,WI,54901,44.01,-88.55,$19573,$39911,93823.0,625,7,39911.0,19573.0,1330,85902.0,7,100.0,27996,888198.21,31.725896913844835,67.19564804287181,1055.36,5
Leandro Ryan,22,69,1997,8,Male,152 Sixth Avenue,,Tyler,TX,75703,32.32,-95.3,$27948,$56984,128684.0,680,5,56984.0,27948.0,1331,87913.0,5,100.0,244,9346.57,38.30561475409836,66.38461380494665,670.33,5
Ryan Russell,50,68,1970,2,Male,952 Valley Avenue,8.0,Crossville,TN,38555,35.95,-85.03,$13708,$27952,2070.0,850,3,27952.0,13708.0,1332,17274.0,3,11.983327544286212,12416,437048.54,35.20043009020618,54.8466844303394,621.46,2
Elise Howard,22,65,1997,6,Female,394 Essex Boulevard,,Fort Lauderdale,FL,33327,26.11,-80.39,$42160,$85954,108684.0,746,2,85954.0,42160.0,1333,99620.0,2,100.0,181,13012.62,71.89292817679558,90.27928569238593,411.04,5
Regina Turner,79,64,1940,8,Female,6337 Spruce Street,,Lakeville,MN,55044,44.67,-93.24,$34186,$57824,31354.0,668,5,57824.0,34186.0,1334,66363.0,5,47.246206470473005,22972,947803.2100000002,41.259063642695466,74.48795087262643,2703.45,5
Yareli Macron,29,68,1991,1,Female,21 Lafayette Drive,46.0,Campbellsport,WI,53010,43.59,-88.28,$21579,$43996,16260.0,842,3,43996.0,21579.0,1335,18211.0,3,89.28669485475811,3887,107065.23000000001,27.544437869822488,25.248256554760165,432.0,2
Shepherd James,41,66,1978,12,Male,7662 Mountain View Boulevard,,Roseville,CA,95678,38.76,-121.28,$25476,$51943,61722.0,794,3,51943.0,25476.0,1336,56671.0,3,100.0,15225,547600.1000000001,35.96716584564861,86.63240104399375,1706.51,4
Jaziel Bailey,34,73,1985,12,Male,2707 Main Boulevard,937.0,Memphis,TN,38117,35.1,-90.0,$33974,$69270,97114.0,540,1,69270.0,33974.0,1337,21652.0,1,100.0,11577,569327.93,49.17750107972705,107.58464410731933,1618.85,2
Laurel Gao,49,65,1970,8,Female,4480 Essex Drive,,Summerville,SC,29485,33.0,-80.17,$21769,$44383,42369.0,707,7,44383.0,21769.0,1338,96376.0,7,43.962189756785925,39310,1471210.0899999999,37.425848130246756,57.553417425874294,2245.18,5
Bryan Walker,82,63,1937,3,Male,19176 Grant Drive,,Richmond,VA,23226,37.55,-77.46,$43827,$92368,2689.0,719,4,92368.0,43827.0,1339,66877.0,4,4.020814330786369,22733,1696977.87,74.64821492983769,134.9585415430657,2146.32,5
Mavis Johnson,52,71,1967,11,Female,68 Sixth Avenue,,Chandler,TX,75758,32.3,-95.47,$17886,$36472,80469.0,526,2,36472.0,17886.0,1340,6899.0,2,100.0,7688,326292.42,42.44178199791883,83.64523794345622,968.48,1
Zander Moore,18,66,2001,6,Male,876 Main Avenue,,Northampton,MA,1060,42.32,-72.67,$25442,$51873,70144.0,731,2,51873.0,25442.0,1341,17393.0,2,100.0,74,2947.1000000000004,39.82567567567568,52.08062281878079,329.14,2
Marcelo Gao,47,72,1972,11,Male,37845 Main Street,,Keller,TX,76248,32.93,-97.22,$0,$3,5.0,750,2,3.0,0.0,1342,0.0,2,100.0,7528,116001.95999999999,15.409399574920297,45.065771794033225,1863.29,1
Braden Labelle,44,67,1975,7,Male,7485 Seventh Street,,Saint Johnsbury,VT,5819,44.41,-71.97,$18069,$36843,52248.0,772,5,36843.0,18069.0,1343,64635.0,5,80.83546066372709,27487,1205245.83,43.84784916505985,47.77598378797465,842.78,4
Maison Davis,26,66,1993,9,Male,9249 Third Lane,274.0,Port Saint Lucie,FL,34986,27.27,-80.35,$18946,$38634,42099.0,800,2,38634.0,18946.0,1344,23173.0,2,100.0,193,5367.040000000001,27.808497409326428,41.81126165722775,253.56,2
Drew Green,29,70,1990,12,Male,7109 Rose Street,,Thomasville,NC,27360,35.88,-80.07,$16642,$33933,5329.0,698,6,33933.0,16642.0,1345,68054.0,6,7.83054633085491,7586,297986.91000000003,39.28116398629054,82.40373125395767,707.55,5
Ryan Cruz,27,62,1992,7,Male,288 North Lane,,Fishers,IN,46038,39.95,-86.02,$31270,$63760,151177.0,716,1,63760.0,31270.0,1346,44885.0,1,100.0,12476,671291.8,53.806652773324785,80.4925467029156,990.98,4
Neil Moore,53,66,1967,1,Male,270 Plum Street,,Elk Grove,CA,95624,38.44,-121.3,$25949,$52904,144534.0,680,4,52904.0,25949.0,1347,47263.0,4,100.0,15586,649638.38,41.68089182599769,77.89924332832508,1186.12,4
Jayde Faraday,18,70,2002,1,Female,38 Fifth Street,,New Baltimore,MI,48051,42.68,-82.73,$23297,$47501,81625.0,735,2,47501.0,23297.0,1348,25834.0,2,100.0,214,9740.509999999998,45.51640186915887,50.29437266832328,311.23,2
Sophia Hill,59,66,1960,9,Female,420 Littlewood Drive,1.0,Raceland,LA,70394,29.71,-90.59,$20521,$41845,90940.0,673,4,41845.0,20521.0,1349,51178.0,4,100.0,17146,520978.0,30.384812784322875,61.891155195844334,685.84,4
Amayah Bell,56,63,1963,6,Female,6295 Summit Drive,,Temple City,CA,91780,34.1,-118.05,$22008,$44875,125909.0,510,1,44875.0,22008.0,1350,37.0,1,100.0,549,4523.49,8.239508196721312,21.859052209791862,100.0,1
Sean Morris,30,66,1989,10,Male,32 Fourth Drive,,Durham,NC,27712,35.98,-78.91,$28430,$57969,92382.0,691,2,57969.0,28430.0,1351,30700.0,2,100.0,8727,605150.85,69.34236851151599,110.26814162309937,1052.97,3
Archer Faraday,32,60,1987,5,Male,1867 Bayview Street,,Wilmore,KY,40390,37.86,-84.65,$15757,$32128,58373.0,724,5,32128.0,15757.0,1352,46005.0,5,100.0,12772,533748.6699999999,41.79053163169433,47.075586283490985,1019.77,4
Ashton Thompson,47,66,1973,2,Male,4541 Hill Boulevard,,Harrison,MI,48625,44.01,-84.8,$11036,$22505,27928.0,798,3,22505.0,11036.0,1353,22195.0,3,100.0,9028,225666.34,24.99627159946832,62.94160422514565,1242.75,2
Tara Long,60,65,1959,7,Female,822 Lake Drive,,Miami,FL,33175,25.77,-80.2,$18828,$38394,69393.0,693,5,38394.0,18828.0,1354,65228.0,5,100.0,7223,389026.03,53.859342378513084,71.72430049453968,911.82,4
Carl Jackson,30,67,1989,3,Male,640 Spruce Boulevard,10.0,Phoenix,AZ,85043,33.42,-112.2,$17165,$34998,60749.0,627,1,34998.0,17165.0,1355,4140.0,1,100.0,124,7980.259999999999,64.35693548387096,73.25500479629714,419.87,1
